GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS,FG_PCT,FT_PCT,FG3_PCT
2025-12-06,Golden State Warriors,GSW @ CLE,W,99,0.384,0.87,0.371
2025-12-06,Milwaukee Bucks,MIL @ DET,L,112,0.44,0.688,0.421
2025-12-06,Brooklyn Nets,BKN vs. NOP,W,119,0.528,0.786,0.4
2025-12-06,Sacramento Kings,SAC @ MIA,W,127,0.527,0.714,0.424
2025-12-06,Washington Wizards,WAS vs. ATL,L,116,0.513,0.895,0.447
2025-12-06,Detroit Pistons,DET vs. MIL,W,124,0.5,0.742,0.375
2025-12-06,Minnesota Timberwolves,MIN vs. LAC,W,109,0.5,0.882,0.44
2025-12-05,Houston Rockets,HOU vs. PHX,W,117,0.592,0.895,0.556
2025-12-05,Milwaukee Bucks,MIL vs. PHI,L,101,0.461,0.741,0.344
2025-12-05,Miami Heat,MIA @ ORL,L,105,0.5,0.667,0.368
2025-12-05,Los Angeles Lakers,LAL @ BOS,L,105,0.429,0.862,0.4
2025-12-05,LA Clippers,LAC @ MEM,L,98,0.438,0.824,0.318
2025-12-05,Chicago Bulls,CHI vs. IND,L,105,0.442,0.828,0.371
2025-12-05,Atlanta Hawks,ATL vs. DEN,L,133,0.516,0.938,0.435
2025-12-05,Dallas Mavericks,DAL @ OKC,L,111,0.477,0.65,0.432
2025-12-05,Cleveland Cavaliers,CLE vs. SAS,W,130,0.581,0.759,0.308
2025-12-05,Boston Celtics,BOS vs. LAL,W,126,0.548,0.833,0.533
2025-12-05,Orlando Magic,ORL vs. MIA,W,106,0.413,0.75,0.353
2025-12-05,New York Knicks,NYK vs. UTA,W,146,0.56,0.885,0.5
2025-12-05,Denver Nuggets,DEN @ ATL,W,134,0.528,0.8,0.432
2025-12-05,Indiana Pacers,IND @ CHI,W,120,0.536,0.75,0.462
2025-12-05,Phoenix Suns,PHX @ HOU,L,98,0.39,0.789,0.139
2025-12-05,Portland Trail Blazers,POR @ DET,L,116,0.424,0.914,0.324
2025-12-05,San Antonio Spurs,SAS @ CLE,L,117,0.452,0.692,0.349
2025-12-05,Oklahoma City Thunder,OKC vs. DAL,W,132,0.56,0.929,0.4
2025-12-05,Toronto Raptors,TOR vs. CHA,L,86,0.37,0.692,0.31
2025-12-05,Utah Jazz,UTA @ NYK,L,112,0.402,0.771,0.357
2025-12-05,Memphis Grizzlies,MEM vs. LAC,W,107,0.538,0.722,0.357
2025-12-05,Detroit Pistons,DET vs. POR,W,122,0.463,0.75,0.417
2025-12-05,Charlotte Hornets,CHA @ TOR,W,111,0.5,0.727,0.361
2025-12-05,Philadelphia 76ers,PHI @ MIL,W,116,0.453,0.955,0.395
2025-12-04,Minnesota Timberwolves,MIN @ NOP,W,125,0.457,0.897,0.395
2025-12-04,Boston Celtics,BOS @ WAS,W,146,0.545,0.857,0.426
2025-12-04,New Orleans Pelicans,NOP vs. MIN,L,116,0.453,0.885,0.28
2025-12-04,Golden State Warriors,GSW @ PHI,L,98,0.416,0.75,0.286
2025-12-04,Los Angeles Lakers,LAL @ TOR,W,123,0.5,0.846,0.419
2025-12-04,Philadelphia 76ers,PHI vs. GSW,W,99,0.459,0.786,0.27
2025-12-04,Brooklyn Nets,BKN vs. UTA,L,110,0.427,0.763,0.262
2025-12-04,Toronto Raptors,TOR vs. LAL,L,120,0.494,0.81,0.405
2025-12-04,Utah Jazz,UTA @ BKN,W,123,0.506,0.926,0.56
2025-12-04,Washington Wizards,WAS vs. BOS,L,101,0.417,0.84,0.323
2025-12-03,New York Knicks,NYK vs. CHA,W,119,0.477,0.852,0.316
2025-12-03,Atlanta Hawks,ATL vs. LAC,L,92,0.4,0.786,0.333
2025-12-03,Cleveland Cavaliers,CLE vs. POR,L,110,0.404,0.875,0.25
2025-12-03,Chicago Bulls,CHI vs. BKN,L,103,0.422,0.8,0.233
2025-12-03,Denver Nuggets,DEN @ IND,W,135,0.59,0.769,0.607
2025-12-03,Houston Rockets,HOU vs. SAC,W,121,0.527,0.833,0.313
2025-12-03,LA Clippers,LAC @ ATL,W,115,0.494,0.85,0.313
2025-12-03,Milwaukee Bucks,MIL vs. DET,W,113,0.488,0.952,0.295
2025-12-03,Brooklyn Nets,BKN @ CHI,W,113,0.487,0.818,0.413
2025-12-03,Dallas Mavericks,DAL vs. MIA,W,118,0.505,0.833,0.5
2025-12-03,Orlando Magic,ORL vs. SAS,L,112,0.455,0.684,0.333
2025-12-03,Indiana Pacers,IND vs. DEN,L,120,0.519,0.793,0.464
2025-12-03,Portland Trail Blazers,POR @ CLE,W,122,0.435,0.872,0.412
2025-12-03,Sacramento Kings,SAC @ HOU,L,95,0.412,0.5,0.294
2025-12-03,San Antonio Spurs,SAS @ ORL,W,114,0.462,0.708,0.342
2025-12-03,Detroit Pistons,DET @ MIL,L,109,0.4,0.792,0.326
2025-12-03,Charlotte Hornets,CHA @ NYK,L,104,0.4,0.905,0.31
2025-12-03,Miami Heat,MIA @ DAL,L,108,0.396,0.944,0.297
2025-12-02,Portland Trail Blazers,POR @ TOR,L,118,0.494,0.656,0.375
2025-12-02,Boston Celtics,BOS vs. NYK,W,123,0.563,0.857,0.325
2025-12-02,Golden State Warriors,GSW vs. OKC,L,112,0.453,0.8,0.429
2025-12-02,Minnesota Timberwolves,MIN @ NOP,W,149,0.5,0.862,0.392
2025-12-02,New York Knicks,NYK @ BOS,L,117,0.506,0.706,0.432
2025-12-02,Philadelphia 76ers,PHI vs. WAS,W,121,0.451,0.706,0.425
2025-12-02,New Orleans Pelicans,NOP vs. MIN,L,142,0.549,0.857,0.571
2025-12-02,San Antonio Spurs,SAS vs. MEM,W,126,0.457,0.774,0.462
2025-12-02,Oklahoma City Thunder,OKC @ GSW,W,124,0.582,0.739,0.469
2025-12-02,Toronto Raptors,TOR vs. POR,W,121,0.533,0.667,0.367
2025-12-02,Memphis Grizzlies,MEM @ SAS,L,119,0.5,0.833,0.346
2025-12-02,Washington Wizards,WAS @ PHI,L,102,0.398,0.719,0.25
2025-12-01,Atlanta Hawks,ATL @ DET,L,98,0.427,0.727,0.35
2025-12-01,Miami Heat,MIA vs. LAC,W,140,0.53,0.833,0.522
2025-12-01,Cleveland Cavaliers,CLE @ IND,W,135,0.51,0.724,0.35
2025-12-01,Chicago Bulls,CHI @ ORL,L,120,0.5,0.727,0.432
2025-12-01,Dallas Mavericks,DAL @ DEN,W,131,0.558,0.643,0.516
2025-12-01,Denver Nuggets,DEN vs. DAL,L,121,0.475,0.833,0.324
2025-12-01,Houston Rockets,HOU @ UTA,L,125,0.441,0.805,0.294
2025-12-01,LA Clippers,LAC @ MIA,L,123,0.448,0.8,0.31
2025-12-01,Los Angeles Lakers,LAL vs. PHX,L,108,0.513,0.867,0.394
2025-12-01,Charlotte Hornets,CHA @ BKN,L,103,0.447,0.833,0.375
2025-12-01,Milwaukee Bucks,MIL @ WAS,L,126,0.548,0.619,0.553
2025-12-01,Orlando Magic,ORL vs. CHI,W,125,0.511,0.788,0.273
2025-12-01,Indiana Pacers,IND vs. CLE,L,119,0.482,0.73,0.333
2025-12-01,Phoenix Suns,PHX @ LAL,W,125,0.565,0.5,0.436
2025-12-01,Utah Jazz,UTA vs. HOU,W,133,0.5,0.763,0.4
2025-12-01,Washington Wizards,WAS vs. MIL,W,129,0.52,0.667,0.361
2025-12-01,Detroit Pistons,DET vs. ATL,W,99,0.442,0.75,0.192
2025-12-01,Brooklyn Nets,BKN vs. CHA,W,116,0.448,0.765,0.395
2025-11-30,New York Knicks,NYK vs. TOR,W,116,0.458,0.75,0.356
2025-11-30,Atlanta Hawks,ATL @ PHI,W,142,0.462,0.756,0.333
2025-11-30,Boston Celtics,BOS @ CLE,W,117,0.494,0.793,0.35
2025-11-30,Cleveland Cavaliers,CLE vs. BOS,L,115,0.457,0.692,0.385
2025-11-30,New Orleans Pelicans,NOP @ LAL,L,121,0.505,0.8,0.5
2025-11-30,Houston Rockets,HOU @ UTA,W,129,0.529,0.788,0.355
2025-11-30,Los Angeles Lakers,LAL vs. NOP,W,133,0.483,0.872,0.366
2025-11-30,Minnesota Timberwolves,MIN vs. SAS,W,125,0.563,0.769,0.459
2025-11-30,Philadelphia 76ers,PHI vs. ATL,L,134,0.438,0.842,0.227
2025-11-30,Portland Trail Blazers,POR vs. OKC,L,115,0.393,0.784,0.327
2025-11-30,Sacramento Kings,SAC vs. MEM,L,107,0.457,0.591,0.296
2025-11-30,San Antonio Spurs,SAS @ MIN,L,112,0.524,0.842,0.242
2025-11-30,Oklahoma City Thunder,OKC @ POR,W,123,0.489,0.781,0.345
2025-11-30,Toronto Raptors,TOR @ NYK,L,94,0.42,0.529,0.297
2025-11-30,Utah Jazz,UTA vs. HOU,L,101,0.443,0.933,0.281
2025-11-30,Memphis Grizzlies,MEM @ SAC,W,115,0.523,0.727,0.375
2025-11-29,Milwaukee Bucks,MIL vs. BKN,W,116,0.524,0.706,0.41
2025-11-29,Boston Celtics,BOS @ MIN,L,115,0.469,0.6,0.348
2025-11-29,New Orleans Pelicans,NOP @ GSW,L,96,0.372,0.735,0.233
2025-11-29,Chicago Bulls,CHI @ IND,L,101,0.448,0.563,0.412
2025-11-29,Dallas Mavericks,DAL @ LAC,W,114,0.444,0.821,0.282
2025-11-29,Denver Nuggets,DEN @ PHX,W,130,0.579,0.952,0.579
2025-11-29,LA Clippers,LAC vs. DAL,L,110,0.463,0.935,0.28
2025-11-29,Miami Heat,MIA vs. DET,L,135,0.5,0.846,0.483
2025-11-29,Golden State Warriors,GSW vs. NOP,W,104,0.409,0.8,0.255
2025-11-29,Minnesota Timberwolves,MIN vs. BOS,W,119,0.494,0.8,0.438
2025-11-29,Toronto Raptors,TOR @ CHA,L,111,0.444,0.824,0.31
2025-11-29,Charlotte Hornets,CHA vs. TOR,W,118,0.441,0.897,0.256
2025-11-29,Detroit Pistons,DET @ MIA,W,138,0.591,0.739,0.423
2025-11-29,Brooklyn Nets,BKN @ MIL,L,99,0.468,0.647,0.381
2025-11-29,Phoenix Suns,PHX vs. DEN,L,112,0.443,0.769,0.333
2025-11-29,Indiana Pacers,IND vs. CHI,W,103,0.461,0.727,0.317
2025-11-28,Atlanta Hawks,ATL vs. CLE,W,130,0.527,0.692,0.372
2025-11-28,Cleveland Cavaliers,CLE @ ATL,L,123,0.463,0.9,0.436
2025-11-28,Indiana Pacers,IND vs. WAS,W,119,0.522,0.769,0.382
2025-11-28,Dallas Mavericks,DAL @ LAL,L,119,0.484,0.85,0.438
2025-11-28,Denver Nuggets,DEN vs. SAS,L,136,0.527,0.8,0.41
2025-11-28,LA Clippers,LAC vs. MEM,L,107,0.427,0.905,0.316
2025-11-28,Los Angeles Lakers,LAL vs. DAL,W,129,0.592,0.808,0.514
2025-11-28,Milwaukee Bucks,MIL @ NYK,L,109,0.521,0.68,0.439
2025-11-28,Brooklyn Nets,BKN vs. PHI,L,103,0.4,0.846,0.302
2025-11-28,New York Knicks,NYK vs. MIL,W,118,0.452,0.848,0.412
2025-11-28,Chicago Bulls,CHI @ CHA,L,116,0.474,0.8,0.222
2025-11-28,Orlando Magic,ORL @ DET,W,112,0.412,0.844,0.167
2025-11-28,Philadelphia 76ers,PHI @ BKN,W,115,0.489,0.9,0.297
2025-11-28,Memphis Grizzlies,MEM @ LAC,W,112,0.443,0.773,0.425
2025-11-28,Phoenix Suns,PHX @ OKC,L,119,0.457,0.833,0.341
2025-11-28,Detroit Pistons,DET vs. ORL,L,109,0.44,0.774,0.393
2025-11-28,Washington Wizards,WAS @ IND,L,86,0.393,0.65,0.219
2025-11-28,Charlotte Hornets,CHA vs. CHI,W,123,0.454,0.833,0.333
2025-11-28,Utah Jazz,UTA vs. SAC,W,128,0.483,0.775,0.325
2025-11-28,Oklahoma City Thunder,OKC vs. PHX,W,123,0.483,0.857,0.469
2025-11-28,San Antonio Spurs,SAS @ DEN,W,139,0.489,0.938,0.405
2025-11-28,Sacramento Kings,SAC @ UTA,L,119,0.448,0.719,0.345
2025-11-26,Phoenix Suns,PHX @ SAC,W,112,0.462,0.7,0.333
2025-11-26,Boston Celtics,BOS vs. DET,W,117,0.437,0.875,0.465
2025-11-26,New Orleans Pelicans,NOP vs. MEM,L,128,0.495,0.9,0.422
2025-11-26,Golden State Warriors,GSW vs. HOU,L,100,0.427,0.857,0.279
2025-11-26,Houston Rockets,HOU @ GSW,W,104,0.394,0.625,0.282
2025-11-26,Miami Heat,MIA vs. MIL,W,106,0.459,0.9,0.278
2025-11-26,Milwaukee Bucks,MIL @ MIA,L,103,0.421,0.643,0.333
2025-11-26,Minnesota Timberwolves,MIN @ OKC,L,105,0.413,0.595,0.459
2025-11-26,New York Knicks,NYK @ CHA,W,129,0.568,0.889,0.52
2025-11-26,Indiana Pacers,IND @ TOR,L,95,0.449,0.609,0.333
2025-11-26,Sacramento Kings,SAC vs. PHX,L,100,0.465,0.8,0.353
2025-11-26,San Antonio Spurs,SAS @ POR,W,115,0.406,0.88,0.333
2025-11-26,Oklahoma City Thunder,OKC vs. MIN,W,113,0.475,0.789,0.269
2025-11-26,Toronto Raptors,TOR vs. IND,W,97,0.389,0.815,0.192
2025-11-26,Memphis Grizzlies,MEM @ NOP,W,133,0.536,0.857,0.459
2025-11-26,Detroit Pistons,DET @ BOS,L,114,0.398,0.806,0.306
2025-11-26,Charlotte Hornets,CHA vs. NYK,L,101,0.412,0.75,0.302
2025-11-26,Portland Trail Blazers,POR vs. SAS,L,102,0.425,0.633,0.25
2025-11-25,Los Angeles Lakers,LAL vs. LAC,W,135,0.575,0.846,0.448
2025-11-25,LA Clippers,LAC @ LAL,L,118,0.519,0.875,0.371
2025-11-25,Atlanta Hawks,ATL @ WAS,L,113,0.453,0.75,0.349
2025-11-25,Washington Wizards,WAS vs. ATL,W,132,0.571,0.654,0.5
2025-11-25,Orlando Magic,ORL @ PHI,W,144,0.535,0.821,0.382
2025-11-25,Philadelphia 76ers,PHI vs. ORL,L,103,0.451,0.909,0.36
2025-11-24,Miami Heat,MIA vs. DAL,W,106,0.447,0.708,0.185
2025-11-24,Denver Nuggets,DEN @ MEM,W,125,0.505,0.786,0.512
2025-11-24,Houston Rockets,HOU @ PHX,W,114,0.489,0.882,0.419
2025-11-24,Golden State Warriors,GSW vs. UTA,W,134,0.49,0.722,0.365
2025-11-24,Cleveland Cavaliers,CLE @ TOR,L,99,0.414,1.0,0.292
2025-11-24,Dallas Mavericks,DAL @ MIA,L,102,0.392,0.875,0.3
2025-11-24,Chicago Bulls,CHI @ NOP,L,130,0.524,0.75,0.4
2025-11-24,New Orleans Pelicans,NOP vs. CHI,W,143,0.51,0.686,0.371
2025-11-24,Minnesota Timberwolves,MIN @ SAC,L,112,0.412,0.864,0.31
2025-11-24,Milwaukee Bucks,MIL vs. POR,L,103,0.442,0.778,0.351
2025-11-24,Phoenix Suns,PHX vs. HOU,L,92,0.413,0.684,0.351
2025-11-24,Brooklyn Nets,BKN vs. NYK,L,100,0.379,0.714,0.292
2025-11-24,Toronto Raptors,TOR vs. CLE,W,110,0.489,0.667,0.278
2025-11-24,Detroit Pistons,DET @ IND,W,122,0.5,0.784,0.36
2025-11-24,New York Knicks,NYK @ BKN,W,113,0.511,0.786,0.343
2025-11-24,Utah Jazz,UTA @ GSW,L,117,0.475,0.667,0.306
2025-11-24,Memphis Grizzlies,MEM vs. DEN,L,115,0.462,0.867,0.34
2025-11-24,Sacramento Kings,SAC vs. MIN,W,117,0.433,0.929,0.269
2025-11-24,Portland Trail Blazers,POR @ MIL,W,115,0.456,0.758,0.419
2025-11-24,Indiana Pacers,IND vs. DET,L,117,0.476,0.765,0.419
2025-11-23,Orlando Magic,ORL @ BOS,L,129,0.47,0.792,0.421
2025-11-23,Atlanta Hawks,ATL vs. CHA,W,113,0.495,0.75,0.355
2025-11-23,Boston Celtics,BOS vs. ORL,W,138,0.602,0.773,0.455
2025-11-23,Cleveland Cavaliers,CLE vs. LAC,W,120,0.517,0.65,0.378
2025-11-23,LA Clippers,LAC @ CLE,L,105,0.463,0.885,0.308
2025-11-23,Los Angeles Lakers,LAL @ UTA,W,108,0.442,0.815,0.263
2025-11-23,Miami Heat,MIA @ PHI,W,127,0.49,0.667,0.344
2025-11-23,Brooklyn Nets,BKN @ TOR,L,109,0.467,0.871,0.353
2025-11-23,Utah Jazz,UTA vs. LAL,L,106,0.426,0.722,0.325
2025-11-23,Philadelphia 76ers,PHI vs. MIA,L,117,0.449,0.789,0.341
2025-11-23,Portland Trail Blazers,POR @ OKC,L,95,0.37,0.714,0.255
2025-11-23,San Antonio Spurs,SAS @ PHX,L,102,0.416,0.824,0.294
2025-11-23,Oklahoma City Thunder,OKC vs. POR,W,122,0.529,0.739,0.417
2025-11-23,Toronto Raptors,TOR vs. BKN,W,119,0.464,0.897,0.5
2025-11-23,Charlotte Hornets,CHA @ ATL,L,110,0.453,0.9,0.318
2025-11-23,Phoenix Suns,PHX vs. SAS,W,111,0.443,0.688,0.368
2025-11-22,Milwaukee Bucks,MIL vs. DET,L,116,0.512,0.833,0.465
2025-11-22,Atlanta Hawks,ATL @ NOP,W,115,0.467,0.737,0.37
2025-11-22,New Orleans Pelicans,NOP vs. ATL,L,98,0.417,0.833,0.296
2025-11-22,Chicago Bulls,CHI vs. WAS,W,121,0.42,0.833,0.273
2025-11-22,Dallas Mavericks,DAL vs. MEM,L,96,0.385,0.875,0.333
2025-11-22,Denver Nuggets,DEN vs. SAC,L,123,0.489,0.826,0.378
2025-11-22,LA Clippers,LAC @ CHA,W,131,0.511,0.833,0.442
2025-11-22,Sacramento Kings,SAC @ DEN,W,128,0.527,0.957,0.333
2025-11-22,New York Knicks,NYK @ ORL,L,121,0.544,0.786,0.351
2025-11-22,Orlando Magic,ORL vs. NYK,W,133,0.553,0.867,0.394
2025-11-22,Memphis Grizzlies,MEM @ DAL,W,102,0.402,0.833,0.258
2025-11-22,Washington Wizards,WAS @ CHI,L,120,0.458,0.8,0.444
2025-11-22,Detroit Pistons,DET @ MIL,W,129,0.628,0.625,0.533
2025-11-22,Charlotte Hornets,CHA vs. LAC,L,116,0.482,0.885,0.306
2025-11-21,Dallas Mavericks,DAL vs. NOP,W,118,0.476,0.786,0.372
2025-11-21,Houston Rockets,HOU vs. DEN,L,109,0.441,0.65,0.389
2025-11-21,Golden State Warriors,GSW vs. POR,L,123,0.482,0.867,0.395
2025-11-21,Denver Nuggets,DEN @ HOU,W,112,0.526,0.778,0.379
2025-11-21,Minnesota Timberwolves,MIN @ PHX,L,113,0.453,0.697,0.324
2025-11-21,New Orleans Pelicans,NOP @ DAL,L,115,0.462,0.774,0.259
2025-11-21,Cleveland Cavaliers,CLE vs. IND,W,120,0.483,0.778,0.371
2025-11-21,Boston Celtics,BOS vs. BKN,L,105,0.467,0.714,0.324
2025-11-21,Miami Heat,MIA @ CHI,W,143,0.47,0.795,0.368
2025-11-21,Chicago Bulls,CHI vs. MIA,L,107,0.411,0.75,0.279
2025-11-21,Brooklyn Nets,BKN @ BOS,W,113,0.524,0.667,0.394
2025-11-21,Phoenix Suns,PHX vs. MIN,W,114,0.481,0.759,0.452
2025-11-21,Portland Trail Blazers,POR @ GSW,W,127,0.477,0.844,0.356
2025-11-21,Oklahoma City Thunder,OKC @ UTA,W,144,0.614,0.76,0.622
2025-11-21,Indiana Pacers,IND @ CLE,L,109,0.42,0.923,0.297
2025-11-21,Toronto Raptors,TOR vs. WAS,W,140,0.578,0.769,0.5
2025-11-21,Utah Jazz,UTA vs. OKC,L,112,0.481,0.833,0.421
2025-11-21,Washington Wizards,WAS @ TOR,L,110,0.453,0.833,0.293
2025-11-20,Orlando Magic,ORL vs. LAC,W,129,0.479,0.875,0.529
2025-11-20,Atlanta Hawks,ATL @ SAS,L,126,0.563,0.615,0.541
2025-11-20,LA Clippers,LAC @ ORL,L,101,0.404,0.789,0.389
2025-11-20,Milwaukee Bucks,MIL vs. PHI,L,114,0.489,0.769,0.389
2025-11-20,Philadelphia 76ers,PHI @ MIL,W,123,0.433,0.808,0.34
2025-11-20,Sacramento Kings,SAC @ MEM,L,96,0.463,0.733,0.333
2025-11-20,San Antonio Spurs,SAS vs. ATL,W,135,0.527,0.733,0.425
2025-11-20,Memphis Grizzlies,MEM vs. SAC,W,137,0.505,0.769,0.315
2025-11-19,Minnesota Timberwolves,MIN vs. WAS,W,120,0.447,0.719,0.342
2025-11-19,Cleveland Cavaliers,CLE vs. HOU,L,104,0.444,0.625,0.308
2025-11-19,New Orleans Pelicans,NOP vs. DEN,L,118,0.449,0.742,0.206
2025-11-19,Chicago Bulls,CHI @ POR,W,122,0.479,0.643,0.429
2025-11-19,Dallas Mavericks,DAL vs. NYK,L,111,0.412,0.833,0.364
2025-11-19,Denver Nuggets,DEN @ NOP,W,125,0.554,0.815,0.355
2025-11-19,Golden State Warriors,GSW @ MIA,L,96,0.358,0.75,0.265
2025-11-19,Houston Rockets,HOU @ CLE,W,114,0.456,0.852,0.375
2025-11-19,Miami Heat,MIA vs. GSW,W,110,0.406,0.731,0.371
2025-11-19,Oklahoma City Thunder,OKC vs. SAC,W,113,0.466,0.913,0.263
2025-11-19,New York Knicks,NYK @ DAL,W,113,0.441,0.543,0.286
2025-11-19,Indiana Pacers,IND vs. CHA,W,127,0.541,0.826,0.421
2025-11-19,Philadelphia 76ers,PHI vs. TOR,L,112,0.471,0.889,0.4
2025-11-19,Portland Trail Blazers,POR vs. CHI,L,121,0.411,0.656,0.286
2025-11-19,Sacramento Kings,SAC @ OKC,L,99,0.442,0.652,0.286
2025-11-19,Toronto Raptors,TOR @ PHI,W,121,0.536,0.833,0.379
2025-11-19,Washington Wizards,WAS @ MIN,L,109,0.489,0.75,0.438
2025-11-19,Charlotte Hornets,CHA @ IND,L,118,0.402,0.864,0.289
2025-11-18,Orlando Magic,ORL vs. GSW,W,121,0.506,0.931,0.25
2025-11-18,Atlanta Hawks,ATL vs. DET,L,112,0.483,0.867,0.341
2025-11-18,Boston Celtics,BOS @ BKN,W,113,0.493,0.769,0.452
2025-11-18,Golden State Warriors,GSW @ ORL,L,113,0.5,0.786,0.361
2025-11-18,Los Angeles Lakers,LAL vs. UTA,W,140,0.595,0.725,0.344
2025-11-18,Brooklyn Nets,BKN vs. BOS,L,99,0.402,0.704,0.368
2025-11-18,Detroit Pistons,DET @ ATL,W,120,0.542,0.833,0.323
2025-11-18,Phoenix Suns,PHX @ POR,W,127,0.48,0.864,0.35
2025-11-18,San Antonio Spurs,SAS vs. MEM,W,111,0.483,0.846,0.381
2025-11-18,Utah Jazz,UTA @ LAL,L,126,0.522,0.944,0.289
2025-11-18,Memphis Grizzlies,MEM @ SAS,L,101,0.404,0.556,0.308
2025-11-18,Portland Trail Blazers,POR vs. PHX,L,110,0.433,0.8,0.244
2025-11-17,Minnesota Timberwolves,MIN vs. DAL,W,120,0.454,0.72,0.318
2025-11-17,Cleveland Cavaliers,CLE vs. MIL,W,118,0.557,0.714,0.429
2025-11-17,New Orleans Pelicans,NOP vs. OKC,L,109,0.488,0.867,0.429
2025-11-17,Chicago Bulls,CHI @ DEN,W,130,0.471,0.789,0.358
2025-11-17,Dallas Mavericks,DAL @ MIN,L,96,0.4,0.613,0.3
2025-11-17,Denver Nuggets,DEN vs. CHI,L,127,0.474,0.84,0.389
2025-11-17,LA Clippers,LAC @ PHI,L,108,0.402,0.963,0.308
2025-11-17,Miami Heat,MIA vs. NYK,W,115,0.446,0.846,0.4
2025-11-17,Milwaukee Bucks,MIL @ CLE,L,106,0.419,0.733,0.472
2025-11-17,New York Knicks,NYK @ MIA,L,113,0.457,0.75,0.25
2025-11-17,Indiana Pacers,IND @ DET,L,112,0.417,0.733,0.29
2025-11-17,Philadelphia 76ers,PHI vs. LAC,W,110,0.464,0.7,0.333
2025-11-17,Oklahoma City Thunder,OKC @ NOP,W,126,0.494,0.821,0.405
2025-11-17,Toronto Raptors,TOR vs. CHA,W,110,0.5,0.75,0.4
2025-11-17,Detroit Pistons,DET vs. IND,W,127,0.545,0.733,0.257
2025-11-17,Charlotte Hornets,CHA @ TOR,L,108,0.425,0.8,0.25
2025-11-16,Brooklyn Nets,BKN @ WAS,W,129,0.532,0.8,0.415
2025-11-16,Boston Celtics,BOS vs. LAC,W,121,0.447,0.765,0.41
2025-11-16,New Orleans Pelicans,NOP vs. GSW,L,106,0.458,0.759,0.276
2025-11-16,Chicago Bulls,CHI @ UTA,L,147,0.454,0.938,0.38
2025-11-16,Dallas Mavericks,DAL vs. POR,W,138,0.505,0.675,0.441
2025-11-16,Golden State Warriors,GSW @ NOP,W,124,0.457,0.824,0.429
2025-11-16,Houston Rockets,HOU vs. ORL,W,117,0.42,0.862,0.4
2025-11-16,LA Clippers,LAC @ BOS,L,118,0.469,0.933,0.4
2025-11-16,Atlanta Hawks,ATL @ PHX,W,124,0.529,0.833,0.326
2025-11-16,Orlando Magic,ORL @ HOU,L,113,0.418,0.735,0.324
2025-11-16,Portland Trail Blazers,POR @ DAL,L,133,0.407,0.844,0.298
2025-11-16,Sacramento Kings,SAC @ SAS,L,110,0.471,0.727,0.364
2025-11-16,San Antonio Spurs,SAS vs. SAC,W,123,0.54,0.833,0.368
2025-11-16,Utah Jazz,UTA vs. CHI,W,150,0.441,0.829,0.367
2025-11-16,Washington Wizards,WAS vs. BKN,L,106,0.44,0.909,0.353
2025-11-16,Phoenix Suns,PHX vs. ATL,L,122,0.485,0.947,0.333
2025-11-15,Indiana Pacers,IND vs. TOR,L,111,0.425,0.815,0.349
2025-11-15,Cleveland Cavaliers,CLE vs. MEM,W,108,0.458,0.655,0.325
2025-11-15,Denver Nuggets,DEN @ MIN,W,123,0.47,0.816,0.483
2025-11-15,Los Angeles Lakers,LAL @ MIL,W,119,0.494,0.909,0.394
2025-11-15,Milwaukee Bucks,MIL vs. LAL,L,95,0.4,0.667,0.385
2025-11-15,Minnesota Timberwolves,MIN vs. DEN,L,112,0.466,0.87,0.294
2025-11-15,Oklahoma City Thunder,OKC @ CHA,W,109,0.506,0.8,0.478
2025-11-15,Toronto Raptors,TOR @ IND,W,129,0.552,0.619,0.233
2025-11-15,Memphis Grizzlies,MEM @ CLE,L,100,0.36,0.725,0.281
2025-11-15,Charlotte Hornets,CHA vs. OKC,L,96,0.385,0.857,0.381
2025-11-14,Minnesota Timberwolves,MIN vs. SAC,W,124,0.488,0.7,0.324
2025-11-14,New Orleans Pelicans,NOP vs. LAL,L,104,0.438,0.778,0.353
2025-11-14,Dallas Mavericks,DAL vs. LAC,L,127,0.444,0.763,0.278
2025-11-14,Golden State Warriors,GSW @ SAS,W,109,0.422,0.889,0.378
2025-11-14,Houston Rockets,HOU vs. POR,W,140,0.5,0.85,0.378
2025-11-14,LA Clippers,LAC @ DAL,W,133,0.474,0.833,0.31
2025-11-14,Los Angeles Lakers,LAL @ NOP,W,118,0.524,0.769,0.294
2025-11-14,Miami Heat,MIA @ NYK,L,132,0.463,0.735,0.432
2025-11-14,Milwaukee Bucks,MIL vs. CHA,W,147,0.647,0.773,0.588
2025-11-14,Brooklyn Nets,BKN @ ORL,L,98,0.427,0.75,0.256
2025-11-14,Orlando Magic,ORL vs. BKN,W,105,0.462,0.857,0.385
2025-11-14,Philadelphia 76ers,PHI @ DET,L,105,0.433,0.867,0.359
2025-11-14,Portland Trail Blazers,POR @ HOU,L,116,0.472,0.704,0.361
2025-11-14,Sacramento Kings,SAC @ MIN,L,110,0.441,0.593,0.364
2025-11-14,San Antonio Spurs,SAS vs. GSW,L,108,0.459,0.842,0.368
2025-11-14,Detroit Pistons,DET vs. PHI,W,114,0.446,0.833,0.415
2025-11-14,Charlotte Hornets,CHA @ MIL,L,134,0.48,0.793,0.378
2025-11-14,New York Knicks,NYK vs. MIA,W,140,0.462,0.793,0.396
