GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS,FG_PCT,FT_PCT,FG3_PCT
2025-11-13,Cleveland Cavaliers,CLE vs. TOR,L,113,0.451,0.808,0.244
2025-11-13,Indiana Pacers,IND @ PHX,L,98,0.364,0.931,0.28
2025-11-13,Atlanta Hawks,ATL @ UTA,W,132,0.511,0.727,0.511
2025-11-13,Utah Jazz,UTA vs. ATL,L,122,0.489,0.619,0.432
2025-11-13,Phoenix Suns,PHX vs. IND,W,133,0.576,0.815,0.371
2025-11-13,Toronto Raptors,TOR @ CLE,W,126,0.557,0.941,0.387
2025-11-12,Dallas Mavericks,DAL vs. PHX,L,114,0.5,0.647,0.362
2025-11-12,LA Clippers,LAC vs. DEN,L,116,0.488,0.947,0.432
2025-11-12,Houston Rockets,HOU vs. WAS,W,135,0.531,0.696,0.486
2025-11-12,Golden State Warriors,GSW @ SAS,W,125,0.424,0.889,0.368
2025-11-12,Denver Nuggets,DEN @ LAC,W,130,0.524,0.829,0.382
2025-11-12,Miami Heat,MIA vs. CLE,L,116,0.479,0.846,0.405
2025-11-12,Chicago Bulls,CHI @ DET,L,113,0.477,0.679,0.364
2025-11-12,New Orleans Pelicans,NOP vs. POR,L,117,0.473,0.857,0.333
2025-11-12,Cleveland Cavaliers,CLE @ MIA,W,130,0.433,0.839,0.298
2025-11-12,Atlanta Hawks,ATL @ SAC,W,133,0.576,0.818,0.425
2025-11-12,Boston Celtics,BOS vs. MEM,W,131,0.505,0.833,0.412
2025-11-12,Los Angeles Lakers,LAL @ OKC,L,92,0.403,0.679,0.314
2025-11-12,Detroit Pistons,DET vs. CHI,W,124,0.556,0.688,0.433
2025-11-12,Milwaukee Bucks,MIL @ CHA,L,100,0.455,0.615,0.4
2025-11-12,San Antonio Spurs,SAS vs. GSW,L,120,0.489,0.875,0.359
2025-11-12,Charlotte Hornets,CHA vs. MIL,W,111,0.442,0.852,0.3
2025-11-12,Washington Wizards,WAS @ HOU,L,112,0.457,0.684,0.395
2025-11-12,Oklahoma City Thunder,OKC vs. LAL,W,121,0.5,0.913,0.308
2025-11-12,Memphis Grizzlies,MEM @ BOS,L,95,0.337,0.808,0.233
2025-11-12,Sacramento Kings,SAC vs. ATL,L,100,0.391,0.778,0.359
2025-11-12,Portland Trail Blazers,POR @ NOP,W,125,0.578,0.941,0.351
2025-11-12,Phoenix Suns,PHX @ DAL,W,123,0.463,0.808,0.4
2025-11-12,Orlando Magic,ORL @ NYK,W,124,0.488,0.848,0.364
2025-11-12,New York Knicks,NYK vs. ORL,L,107,0.443,0.783,0.306
2025-11-11,Indiana Pacers,IND @ UTA,L,128,0.465,0.897,0.27
2025-11-11,Boston Celtics,BOS @ PHI,L,100,0.391,0.789,0.342
2025-11-11,Denver Nuggets,DEN @ SAC,W,122,0.512,0.778,0.394
2025-11-11,Golden State Warriors,GSW @ OKC,L,102,0.446,0.793,0.371
2025-11-11,Brooklyn Nets,BKN vs. TOR,L,109,0.395,0.969,0.341
2025-11-11,New York Knicks,NYK vs. MEM,W,133,0.48,0.85,0.4
2025-11-11,Sacramento Kings,SAC vs. DEN,L,108,0.482,0.696,0.303
2025-11-11,Philadelphia 76ers,PHI vs. BOS,W,102,0.429,0.842,0.389
2025-11-11,Oklahoma City Thunder,OKC vs. GSW,W,126,0.506,0.839,0.444
2025-11-11,Toronto Raptors,TOR @ BKN,W,119,0.495,0.8,0.257
2025-11-11,Utah Jazz,UTA vs. IND,W,152,0.554,0.886,0.452
2025-11-11,Memphis Grizzlies,MEM @ NYK,L,120,0.512,0.833,0.368
2025-11-10,Milwaukee Bucks,MIL @ DAL,W,116,0.451,0.8,0.389
2025-11-10,Cleveland Cavaliers,CLE @ MIA,L,138,0.408,0.704,0.323
2025-11-10,New Orleans Pelicans,NOP @ PHX,L,98,0.41,0.769,0.313
2025-11-10,Chicago Bulls,CHI vs. SAS,L,117,0.441,0.826,0.421
2025-11-10,Dallas Mavericks,DAL vs. MIL,L,114,0.416,0.756,0.231
2025-11-10,LA Clippers,LAC vs. ATL,L,102,0.439,0.72,0.316
2025-11-10,Los Angeles Lakers,LAL @ CHA,W,121,0.5,0.85,0.359
2025-11-10,Atlanta Hawks,ATL @ LAC,W,105,0.452,0.8,0.382
2025-11-10,Miami Heat,MIA vs. CLE,W,140,0.469,0.878,0.333
2025-11-10,Phoenix Suns,PHX vs. NOP,W,121,0.5,0.774,0.442
2025-11-10,Minnesota Timberwolves,MIN @ UTA,W,120,0.472,0.929,0.303
2025-11-10,Washington Wizards,WAS @ DET,L,135,0.526,0.769,0.395
2025-11-10,Charlotte Hornets,CHA vs. LAL,L,111,0.521,0.909,0.472
2025-11-10,Detroit Pistons,DET vs. WAS,W,137,0.412,0.789,0.317
2025-11-10,Orlando Magic,ORL vs. POR,W,115,0.448,0.853,0.267
2025-11-10,Utah Jazz,UTA vs. MIN,L,113,0.4,0.833,0.327
2025-11-10,Portland Trail Blazers,POR @ ORL,L,112,0.444,0.731,0.361
2025-11-10,San Antonio Spurs,SAS @ CHI,W,121,0.512,0.852,0.303
2025-11-09,Orlando Magic,ORL vs. BOS,L,107,0.449,0.938,0.241
2025-11-09,Boston Celtics,BOS @ ORL,W,111,0.471,0.72,0.394
2025-11-09,Golden State Warriors,GSW vs. IND,W,114,0.432,0.703,0.273
2025-11-09,Houston Rockets,HOU @ MIL,W,122,0.533,0.762,0.385
2025-11-09,Milwaukee Bucks,MIL vs. HOU,L,115,0.557,0.583,0.448
2025-11-09,Minnesota Timberwolves,MIN @ SAC,W,144,0.536,0.917,0.391
2025-11-09,New York Knicks,NYK vs. BKN,W,134,0.539,0.808,0.459
2025-11-09,Brooklyn Nets,BKN @ NYK,L,98,0.402,0.75,0.311
2025-11-09,Indiana Pacers,IND @ GSW,L,83,0.34,0.727,0.282
2025-11-09,Philadelphia 76ers,PHI vs. DET,L,108,0.429,0.857,0.364
2025-11-09,Sacramento Kings,SAC vs. MIN,L,117,0.444,0.774,0.448
2025-11-09,Oklahoma City Thunder,OKC @ MEM,W,114,0.432,0.846,0.233
2025-11-09,Memphis Grizzlies,MEM vs. OKC,L,100,0.385,0.722,0.386
2025-11-09,Detroit Pistons,DET @ PHI,W,111,0.476,0.714,0.433
2025-11-08,Miami Heat,MIA vs. POR,W,136,0.51,0.778,0.286
2025-11-08,Cleveland Cavaliers,CLE vs. CHI,W,128,0.489,0.731,0.37
2025-11-08,New Orleans Pelicans,NOP @ SAS,L,119,0.479,0.824,0.395
2025-11-08,Chicago Bulls,CHI @ CLE,L,122,0.452,0.917,0.448
2025-11-08,Dallas Mavericks,DAL @ WAS,W,111,0.452,0.7,0.25
2025-11-08,Denver Nuggets,DEN vs. IND,W,117,0.484,0.826,0.296
2025-11-08,LA Clippers,LAC vs. PHX,L,103,0.532,0.611,0.303
2025-11-08,Los Angeles Lakers,LAL @ ATL,L,102,0.457,0.8,0.4
2025-11-08,Atlanta Hawks,ATL vs. LAL,W,122,0.516,0.909,0.41
2025-11-08,Indiana Pacers,IND @ DEN,L,100,0.355,0.765,0.222
2025-11-08,Phoenix Suns,PHX @ LAC,W,114,0.482,0.857,0.421
2025-11-08,Portland Trail Blazers,POR @ MIA,L,131,0.45,0.826,0.275
2025-11-08,San Antonio Spurs,SAS vs. NOP,W,126,0.533,0.889,0.35
2025-11-08,Toronto Raptors,TOR @ PHI,L,120,0.456,0.786,0.421
2025-11-08,Washington Wizards,WAS vs. DAL,L,105,0.416,0.87,0.314
2025-11-08,Philadelphia 76ers,PHI vs. TOR,W,130,0.51,0.786,0.286
2025-11-07,Denver Nuggets,DEN vs. GSW,W,129,0.561,0.84,0.485
2025-11-07,Miami Heat,MIA vs. CHA,W,126,0.515,0.857,0.429
2025-11-07,Houston Rockets,HOU @ SAS,L,110,0.459,0.905,0.481
2025-11-07,Golden State Warriors,GSW @ DEN,L,104,0.421,0.8,0.293
2025-11-07,Cleveland Cavaliers,CLE @ WAS,W,148,0.473,0.774,0.444
2025-11-07,Dallas Mavericks,DAL @ MEM,L,104,0.488,0.625,0.256
2025-11-07,Chicago Bulls,CHI @ MIL,L,110,0.489,0.75,0.303
2025-11-07,Brooklyn Nets,BKN vs. DET,L,107,0.425,0.846,0.37
2025-11-07,Boston Celtics,BOS @ ORL,L,110,0.453,0.688,0.351
2025-11-07,Atlanta Hawks,ATL vs. TOR,L,97,0.344,0.957,0.237
2025-11-07,Minnesota Timberwolves,MIN vs. UTA,W,137,0.568,0.741,0.472
2025-11-07,Milwaukee Bucks,MIL vs. CHI,W,126,0.466,0.778,0.41
2025-11-07,Orlando Magic,ORL vs. BOS,W,123,0.5,0.774,0.472
2025-11-07,Sacramento Kings,SAC vs. OKC,L,101,0.413,0.667,0.375
2025-11-07,San Antonio Spurs,SAS vs. HOU,W,121,0.46,0.92,0.4
2025-11-07,Oklahoma City Thunder,OKC @ SAC,W,132,0.538,0.875,0.371
2025-11-07,Toronto Raptors,TOR @ ATL,W,109,0.407,0.92,0.316
2025-11-07,Utah Jazz,UTA @ MIN,L,97,0.372,0.72,0.231
2025-11-07,Memphis Grizzlies,MEM vs. DAL,W,118,0.482,0.821,0.371
2025-11-07,Washington Wizards,WAS vs. CLE,L,115,0.451,0.783,0.366
2025-11-07,Detroit Pistons,DET @ BKN,W,125,0.576,0.7,0.231
2025-11-07,Charlotte Hornets,CHA @ MIA,L,108,0.381,0.889,0.256
2025-11-06,LA Clippers,LAC @ PHX,L,102,0.443,0.733,0.323
2025-11-06,Phoenix Suns,PHX vs. LAC,W,115,0.446,0.737,0.388
2025-11-05,New York Knicks,NYK vs. MIN,W,137,0.539,0.889,0.452
2025-11-05,Cleveland Cavaliers,CLE vs. PHI,W,132,0.533,0.941,0.409
2025-11-05,New Orleans Pelicans,NOP @ DAL,W,101,0.429,0.813,0.323
2025-11-05,Dallas Mavericks,DAL vs. NOP,L,99,0.416,0.75,0.313
2025-11-05,Denver Nuggets,DEN vs. MIA,W,122,0.426,0.893,0.275
2025-11-05,Golden State Warriors,GSW @ SAC,L,116,0.449,0.826,0.395
2025-11-05,Houston Rockets,HOU @ MEM,W,124,0.475,0.833,0.433
2025-11-05,Boston Celtics,BOS vs. WAS,W,136,0.547,0.762,0.39
2025-11-05,Miami Heat,MIA @ DEN,L,112,0.442,0.88,0.341
2025-11-05,Brooklyn Nets,BKN @ IND,W,112,0.419,0.743,0.35
2025-11-05,Los Angeles Lakers,LAL vs. SAS,W,118,0.446,0.773,0.323
2025-11-05,Indiana Pacers,IND vs. BKN,L,103,0.414,0.615,0.361
2025-11-05,Utah Jazz,UTA @ DET,L,103,0.384,0.862,0.308
2025-11-05,Philadelphia 76ers,PHI @ CLE,L,121,0.489,0.7,0.387
2025-11-05,Detroit Pistons,DET vs. UTA,W,114,0.495,0.591,0.367
2025-11-05,Washington Wizards,WAS @ BOS,L,107,0.488,0.741,0.333
2025-11-05,Memphis Grizzlies,MEM vs. HOU,L,109,0.382,0.8,0.333
2025-11-05,Minnesota Timberwolves,MIN @ NYK,L,114,0.482,0.882,0.475
2025-11-05,Oklahoma City Thunder,OKC @ POR,L,119,0.418,0.903,0.395
2025-11-05,Sacramento Kings,SAC vs. GSW,W,121,0.494,0.848,0.478
2025-11-05,Portland Trail Blazers,POR vs. OKC,W,121,0.409,0.938,0.442
2025-11-05,San Antonio Spurs,SAS @ LAL,L,116,0.486,0.775,0.394
2025-11-04,Orlando Magic,ORL @ ATL,L,112,0.434,0.879,0.324
2025-11-04,Atlanta Hawks,ATL vs. ORL,W,127,0.556,0.81,0.433
2025-11-04,New Orleans Pelicans,NOP vs. CHA,W,116,0.478,0.684,0.447
2025-11-04,Chicago Bulls,CHI vs. PHI,W,113,0.472,0.8,0.382
2025-11-04,Golden State Warriors,GSW vs. PHX,W,118,0.494,0.85,0.452
2025-11-04,Milwaukee Bucks,MIL @ TOR,L,100,0.43,0.714,0.289
2025-11-04,LA Clippers,LAC vs. OKC,L,107,0.413,0.852,0.419
2025-11-04,Philadelphia 76ers,PHI @ CHI,L,111,0.426,0.833,0.367
2025-11-04,Phoenix Suns,PHX @ GSW,L,107,0.44,0.938,0.364
2025-11-04,Oklahoma City Thunder,OKC @ LAC,W,126,0.523,0.818,0.474
2025-11-04,Toronto Raptors,TOR vs. MIL,W,128,0.484,0.793,0.447
2025-11-04,Charlotte Hornets,CHA @ NOP,L,112,0.476,0.75,0.342
2025-11-03,Brooklyn Nets,BKN vs. MIN,L,109,0.404,0.658,0.3
2025-11-03,Boston Celtics,BOS vs. UTA,L,103,0.416,0.818,0.216
2025-11-03,Dallas Mavericks,DAL @ HOU,L,102,0.449,0.65,0.25
2025-11-03,Denver Nuggets,DEN vs. SAC,W,130,0.515,0.75,0.316
2025-11-03,LA Clippers,LAC vs. MIA,L,119,0.5,0.737,0.415
2025-11-03,Los Angeles Lakers,LAL @ POR,W,123,0.588,0.875,0.391
2025-11-03,Miami Heat,MIA @ LAC,W,120,0.542,0.75,0.48
2025-11-03,Milwaukee Bucks,MIL @ IND,W,117,0.477,0.591,0.426
2025-11-03,Minnesota Timberwolves,MIN @ BKN,W,125,0.564,0.657,0.4
2025-11-03,Houston Rockets,HOU vs. DAL,W,110,0.461,0.667,0.276
2025-11-03,New York Knicks,NYK vs. WAS,W,119,0.468,0.8,0.366
2025-11-03,Portland Trail Blazers,POR vs. LAL,L,115,0.494,0.733,0.225
2025-11-03,Sacramento Kings,SAC @ DEN,L,124,0.522,0.84,0.333
2025-11-03,Utah Jazz,UTA @ BOS,W,105,0.452,0.8,0.29
2025-11-03,Memphis Grizzlies,MEM vs. DET,L,106,0.402,0.88,0.341
2025-11-03,Washington Wizards,WAS @ NYK,L,102,0.469,0.684,0.371
2025-11-03,Detroit Pistons,DET @ MEM,W,114,0.506,0.69,0.323
2025-11-03,Indiana Pacers,IND vs. MIL,L,115,0.433,0.763,0.242
2025-11-02,Philadelphia 76ers,PHI @ BKN,W,129,0.521,0.824,0.375
2025-11-02,Atlanta Hawks,ATL @ CLE,L,109,0.506,0.714,0.261
2025-11-02,Cleveland Cavaliers,CLE vs. ATL,W,117,0.412,0.944,0.351
2025-11-02,Chicago Bulls,CHI @ NYK,L,116,0.484,0.818,0.425
2025-11-02,Los Angeles Lakers,LAL vs. MIA,W,130,0.505,0.826,0.326
2025-11-02,Miami Heat,MIA @ LAL,L,120,0.512,0.694,0.273
2025-11-02,Brooklyn Nets,BKN vs. PHI,L,105,0.429,0.769,0.179
2025-11-02,New York Knicks,NYK vs. CHI,W,128,0.453,1.0,0.476
2025-11-02,New Orleans Pelicans,NOP @ OKC,L,106,0.438,0.625,0.4
2025-11-02,Phoenix Suns,PHX vs. SAS,W,130,0.582,0.864,0.576
2025-11-02,Utah Jazz,UTA @ CHA,L,103,0.409,0.828,0.219
2025-11-02,San Antonio Spurs,SAS @ PHX,L,118,0.459,0.783,0.244
2025-11-02,Memphis Grizzlies,MEM @ TOR,L,104,0.437,0.85,0.314
2025-11-02,Charlotte Hornets,CHA vs. UTA,W,126,0.489,1.0,0.419
2025-11-02,Toronto Raptors,TOR vs. MEM,W,117,0.506,0.8,0.297
2025-11-02,Oklahoma City Thunder,OKC vs. NOP,W,137,0.56,0.885,0.417
2025-11-01,Boston Celtics,BOS vs. HOU,L,101,0.388,1.0,0.318
2025-11-01,Golden State Warriors,GSW @ IND,L,109,0.433,0.864,0.273
2025-11-01,Houston Rockets,HOU @ BOS,W,128,0.545,0.714,0.655
2025-11-01,Minnesota Timberwolves,MIN @ CHA,W,122,0.54,0.786,0.472
2025-11-01,Orlando Magic,ORL @ WAS,W,125,0.511,0.864,0.333
2025-11-01,Milwaukee Bucks,MIL vs. SAC,L,133,0.598,0.645,0.469
2025-11-01,Sacramento Kings,SAC @ MIL,W,135,0.517,0.875,0.357
2025-11-01,Washington Wizards,WAS vs. ORL,L,94,0.398,0.467,0.333
2025-11-01,Charlotte Hornets,CHA vs. MIN,L,105,0.395,0.889,0.289
2025-11-01,Detroit Pistons,DET @ DAL,W,122,0.495,0.676,0.375
2025-11-01,Dallas Mavericks,DAL @ DET,L,110,0.425,0.839,0.356
2025-11-01,Indiana Pacers,IND vs. GSW,W,114,0.449,0.857,0.303
2025-10-31,Atlanta Hawks,ATL @ IND,W,128,0.543,0.8,0.333
2025-10-31,Los Angeles Lakers,LAL @ MEM,W,117,0.513,0.788,0.342
2025-10-31,Boston Celtics,BOS @ PHI,W,109,0.436,0.583,0.311
2025-10-31,Cleveland Cavaliers,CLE vs. TOR,L,101,0.4,0.652,0.304
2025-10-31,New Orleans Pelicans,NOP @ LAC,L,124,0.482,0.897,0.486
2025-10-31,Chicago Bulls,CHI vs. NYK,W,135,0.536,0.8,0.459
2025-10-31,Denver Nuggets,DEN @ POR,L,107,0.481,0.806,0.24
2025-10-31,LA Clippers,LAC vs. NOP,W,126,0.517,0.905,0.385
2025-10-31,Indiana Pacers,IND vs. ATL,L,108,0.354,0.758,0.277
2025-10-31,New York Knicks,NYK @ CHI,L,125,0.495,0.739,0.4
2025-10-31,Phoenix Suns,PHX vs. UTA,W,118,0.473,0.833,0.354
2025-10-31,Portland Trail Blazers,POR vs. DEN,W,109,0.418,0.71,0.282
2025-10-31,Toronto Raptors,TOR @ CLE,W,112,0.488,0.792,0.433
2025-10-31,Utah Jazz,UTA @ PHX,L,96,0.375,0.75,0.324
2025-10-31,Memphis Grizzlies,MEM vs. LAL,L,112,0.441,0.842,0.311
2025-10-31,Philadelphia 76ers,PHI vs. BOS,L,108,0.474,0.724,0.382
2025-10-30,San Antonio Spurs,SAS vs. MIA,W,107,0.442,0.739,0.341
2025-10-30,Golden State Warriors,GSW @ MIL,L,110,0.424,0.962,0.342
2025-10-30,Miami Heat,MIA @ SAS,L,101,0.433,0.727,0.395
2025-10-30,Milwaukee Bucks,MIL vs. GSW,W,120,0.479,0.692,0.413
2025-10-30,Orlando Magic,ORL @ CHA,W,123,0.517,0.739,0.421
2025-10-30,Oklahoma City Thunder,OKC vs. WAS,W,127,0.449,0.821,0.327
2025-10-30,Washington Wizards,WAS @ OKC,L,108,0.452,0.882,0.425
2025-10-30,Charlotte Hornets,CHA vs. ORL,L,107,0.506,0.8,0.367
2025-10-29,Minnesota Timberwolves,MIN vs. LAL,L,115,0.5,0.818,0.5
2025-10-29,Atlanta Hawks,ATL @ BKN,W,117,0.473,0.727,0.394
2025-10-29,Boston Celtics,BOS vs. CLE,W,125,0.442,0.833,0.368
2025-10-29,Cleveland Cavaliers,CLE @ BOS,L,105,0.402,0.75,0.327
2025-10-29,New Orleans Pelicans,NOP @ DEN,L,88,0.376,0.586,0.206
2025-10-29,Chicago Bulls,CHI vs. SAC,W,126,0.538,0.778,0.438
2025-10-29,Dallas Mavericks,DAL vs. IND,W,107,0.456,0.811,0.208
2025-10-29,Denver Nuggets,DEN vs. NOP,W,122,0.533,0.857,0.333
2025-10-29,Houston Rockets,HOU @ TOR,W,139,0.575,0.765,0.433
2025-10-29,Los Angeles Lakers,LAL @ MIN,W,116,0.542,0.682,0.355
2025-10-29,Sacramento Kings,SAC @ CHI,L,113,0.524,0.769,0.25
2025-10-29,Brooklyn Nets,BKN vs. ATL,L,112,0.455,0.778,0.297
2025-10-29,Orlando Magic,ORL @ DET,L,116,0.458,0.7,0.387
2025-10-29,Indiana Pacers,IND @ DAL,L,105,0.349,0.643,0.289
2025-10-29,Phoenix Suns,PHX vs. MEM,L,113,0.477,0.882,0.4
2025-10-29,Portland Trail Blazers,POR @ UTA,W,136,0.479,0.852,0.382
2025-10-29,Toronto Raptors,TOR vs. HOU,L,121,0.506,0.737,0.525
2025-10-29,Utah Jazz,UTA vs. POR,L,134,0.488,0.837,0.314
2025-10-29,Memphis Grizzlies,MEM @ PHX,W,114,0.473,0.846,0.395
2025-10-29,Detroit Pistons,DET vs. ORL,W,135,0.495,0.882,0.406
2025-10-28,New York Knicks,NYK @ MIL,L,111,0.424,0.87,0.325
2025-10-28,Golden State Warriors,GSW vs. LAC,W,98,0.453,0.75,0.378
2025-10-28,LA Clippers,LAC @ GSW,L,79,0.366,0.813,0.182
2025-10-28,Miami Heat,MIA vs. CHA,W,144,0.542,0.909,0.444
2025-10-28,Milwaukee Bucks,MIL vs. NYK,W,121,0.544,0.875,0.412
2025-10-28,Oklahoma City Thunder,OKC vs. SAC,W,107,0.457,0.9,0.318
2025-10-28,Philadelphia 76ers,PHI @ WAS,W,139,0.45,0.865,0.405
2025-10-28,Washington Wizards,WAS vs. PHI,L,134,0.477,0.714,0.395
2025-10-28,Charlotte Hornets,CHA @ MIA,L,117,0.444,0.826,0.4
2025-10-28,Sacramento Kings,SAC @ OKC,L,101,0.424,0.905,0.345
2025-10-27,Brooklyn Nets,BKN @ HOU,L,109,0.477,0.667,0.375
2025-10-27,Atlanta Hawks,ATL @ CHI,L,123,0.5,0.7,0.344
2025-10-27,Boston Celtics,BOS @ NOP,W,122,0.484,0.8,0.34
2025-10-27,Cleveland Cavaliers,CLE @ DET,W,116,0.459,0.771,0.314
2025-10-27,New Orleans Pelicans,NOP vs. BOS,L,90,0.333,0.893,0.25
2025-10-27,Chicago Bulls,CHI vs. ATL,W,128,0.522,0.762,0.372
2025-10-27,Dallas Mavericks,DAL vs. OKC,L,94,0.379,0.727,0.308
2025-10-27,Denver Nuggets,DEN @ MIN,W,127,0.523,0.88,0.5
2025-10-27,Golden State Warriors,GSW vs. MEM,W,131,0.53,0.8,0.442
2025-10-27,Houston Rockets,HOU vs. BKN,W,137,0.576,0.885,0.5
2025-10-27,Minnesota Timberwolves,MIN vs. DEN,L,114,0.471,0.828,0.313
2025-10-27,Los Angeles Lakers,LAL vs. POR,L,108,0.465,0.808,0.259
2025-10-27,Orlando Magic,ORL @ PHI,L,124,0.549,0.684,0.32
2025-10-27,Toronto Raptors,TOR @ SAS,L,103,0.468,0.739,0.375
2025-10-27,Philadelphia 76ers,PHI vs. ORL,W,136,0.495,0.813,0.424
2025-10-27,Memphis Grizzlies,MEM @ GSW,L,118,0.455,0.929,0.308
2025-10-27,Utah Jazz,UTA vs. PHX,W,138,0.407,0.944,0.327
2025-10-27,Detroit Pistons,DET vs. CLE,L,95,0.379,0.667,0.324
2025-10-27,Oklahoma City Thunder,OKC @ DAL,W,101,0.467,0.846,0.2
2025-10-27,San Antonio Spurs,SAS vs. TOR,W,121,0.582,0.833,0.481
2025-10-27,Portland Trail Blazers,POR @ LAL,W,122,0.456,0.933,0.326
2025-10-27,Phoenix Suns,PHX @ UTA,L,134,0.425,0.774,0.364
2025-10-26,Brooklyn Nets,BKN @ SAS,L,107,0.391,0.958,0.32
2025-10-26,Cleveland Cavaliers,CLE vs. MIL,W,118,0.448,0.8,0.3
2025-10-26,Dallas Mavericks,DAL vs. TOR,W,139,0.588,0.744,0.385
2025-10-26,LA Clippers,LAC vs. POR,W,114,0.55,0.933,0.387
2025-10-26,Los Angeles Lakers,LAL @ SAC,W,127,0.488,0.891,0.32
2025-10-26,Miami Heat,MIA vs. NYK,W,115,0.458,0.839,0.351
2025-10-26,Milwaukee Bucks,MIL @ CLE,L,113,0.506,0.714,0.394
2025-10-26,Boston Celtics,BOS @ DET,L,113,0.426,0.75,0.333
2025-10-26,Minnesota Timberwolves,MIN vs. IND,W,114,0.464,0.703,0.303
2025-10-26,Portland Trail Blazers,POR @ LAC,L,107,0.37,0.824,0.268
2025-10-26,New York Knicks,NYK @ MIA,L,107,0.388,0.762,0.278
2025-10-26,Sacramento Kings,SAC vs. LAL,L,120,0.446,0.667,0.419
2025-10-26,San Antonio Spurs,SAS vs. BKN,W,118,0.5,0.778,0.444
2025-10-26,Toronto Raptors,TOR @ DAL,L,129,0.49,0.75,0.394
2025-10-26,Washington Wizards,WAS vs. CHA,L,113,0.451,0.84,0.294
2025-10-26,Detroit Pistons,DET vs. BOS,W,119,0.419,0.889,0.265
2025-10-26,Charlotte Hornets,CHA @ WAS,W,139,0.511,0.833,0.395
2025-10-26,Indiana Pacers,IND @ MIN,L,110,0.429,0.667,0.35
2025-10-25,Phoenix Suns,PHX @ DEN,L,111,0.432,0.818,0.34
2025-10-25,Atlanta Hawks,ATL vs. OKC,L,100,0.412,0.667,0.41
2025-10-25,Chicago Bulls,CHI @ ORL,W,110,0.47,0.759,0.37
2025-10-25,Denver Nuggets,DEN vs. PHX,W,133,0.512,0.905,0.29
2025-10-25,Indiana Pacers,IND @ MEM,L,103,0.404,0.739,0.35
2025-10-25,Orlando Magic,ORL vs. CHI,L,98,0.391,0.818,0.125
2025-10-25,Oklahoma City Thunder,OKC @ ATL,W,117,0.462,0.895,0.378
2025-10-25,Memphis Grizzlies,MEM vs. IND,W,128,0.454,0.781,0.385
2025-10-25,Charlotte Hornets,CHA @ PHI,L,121,0.483,0.679,0.381
2025-10-25,Philadelphia 76ers,PHI vs. CHA,W,125,0.471,0.781,0.462
2025-10-24,Brooklyn Nets,BKN vs. CLE,L,124,0.51,1.0,0.422
2025-10-24,Boston Celtics,BOS @ NYK,L,95,0.427,0.667,0.341
2025-10-24,Cleveland Cavaliers,CLE @ BKN,W,131,0.537,0.714,0.429
2025-10-24,New Orleans Pelicans,NOP vs. SAS,L,116,0.433,0.759,0.313
2025-10-24,Dallas Mavericks,DAL vs. WAS,L,107,0.432,0.778,0.294
2025-10-24,Golden State Warriors,GSW @ POR,L,119,0.438,0.846,0.421
2025-10-24,Houston Rockets,HOU vs. DET,L,111,0.386,0.771,0.455
2025-10-24,Atlanta Hawks,ATL @ ORL,W,111,0.482,0.75,0.276
2025-10-24,Los Angeles Lakers,LAL vs. MIN,W,128,0.592,0.813,0.414
2025-10-24,Miami Heat,MIA @ MEM,W,146,0.539,0.773,0.475
2025-10-24,Milwaukee Bucks,MIL @ TOR,W,122,0.522,0.56,0.35
2025-10-24,Minnesota Timberwolves,MIN @ LAL,L,110,0.466,0.714,0.342
2025-10-24,LA Clippers,LAC vs. PHX,W,129,0.592,0.885,0.552
2025-10-24,New York Knicks,NYK vs. BOS,W,105,0.384,0.88,0.378
2025-10-24,Phoenix Suns,PHX @ LAC,L,102,0.411,0.8,0.34
2025-10-24,Portland Trail Blazers,POR vs. GSW,W,139,0.538,0.92,0.471
2025-10-24,Sacramento Kings,SAC vs. UTA,W,105,0.482,0.733,0.438
2025-10-24,San Antonio Spurs,SAS @ NOP,W,120,0.459,0.654,0.302
2025-10-24,Toronto Raptors,TOR vs. MIL,L,116,0.494,0.656,0.407
2025-10-24,Utah Jazz,UTA @ SAC,L,104,0.442,0.882,0.317
2025-10-24,Memphis Grizzlies,MEM vs. MIA,L,114,0.4,0.893,0.289
2025-10-24,Washington Wizards,WAS @ DAL,W,117,0.456,0.69,0.417
2025-10-24,Detroit Pistons,DET @ HOU,W,115,0.467,0.652,0.41
2025-10-24,Orlando Magic,ORL vs. ATL,L,107,0.474,0.649,0.29
2025-10-23,Golden State Warriors,GSW vs. DEN,W,137,0.505,0.76,0.383
2025-10-23,Denver Nuggets,DEN @ GSW,L,131,0.537,0.929,0.4
2025-10-23,Indiana Pacers,IND vs. OKC,L,135,0.438,0.75,0.302
2025-10-23,Oklahoma City Thunder,OKC @ IND,W,141,0.453,0.882,0.286
2025-10-22,Orlando Magic,ORL vs. MIA,W,125,0.467,0.829,0.4
2025-10-22,Cleveland Cavaliers,CLE @ NYK,L,111,0.465,0.667,0.413
2025-10-22,New Orleans Pelicans,NOP @ MEM,L,122,0.459,0.71,0.37
2025-10-22,Chicago Bulls,CHI vs. DET,W,115,0.448,0.813,0.367
2025-10-22,Dallas Mavericks,DAL vs. SAS,L,92,0.373,0.808,0.429
2025-10-22,Boston Celtics,BOS vs. PHI,L,116,0.451,0.885,0.256
2025-10-22,LA Clippers,LAC @ UTA,L,108,0.443,0.762,0.311
